# scripturl01 :: http://climexp.knmi.nl/getindices.cgi?STATION=Mauna_Loa_CO2&TYPE=i&WMO=CDIACData/maunaloa_f&id=someone@somewhere
# monthly CO2 concentrations measured at Mauna Loa
# from Scripps and <a href="http://www.esrl.noaa.gov/gmd/ccgg/trends/">ESRL</a>
# co2 [ppm] Mauna Loa co2 concentration
# institution :: NOAA/ESRL and Scripps Institution of Oceanography, missing data interpolated at KNMI
# contact :: Pieter.Tans@noaa.gov
# references :: C.D. Keeling, R.B. Bacastow, A.E. Bainbridge, C.A. Ekdahl, P.R. Guenther, and L.S. Waterman, (1976), Atmospheric carbon dioxide variations at Mauna Loa Observatory, Hawaii, Tellus, vol. 28, 538-551
# source :: https://www.esrl.noaa.gov/gmd/ccgg/trends/data.html
# source_url :: ftp://aftp.cmdl.noaa.gov/products/trends/co2/co2_mm_mlo.txt
# climexp_url :: https://climexp.knmi.nl/getindices.cgi?CDIACData/maunaloa_f
# interpolated undefined anomalies linearly
1958	-9999	-9999	315.7	317.45	317.51	317.24	315.86	314.93	313.2	312.43	313.33	314.67
1959	315.58	316.48	316.65	317.72	318.29	318.15	316.54	314.8	313.84	313.33	314.81	315.58
1960	316.43	316.98	317.58	319.03	320.04	319.59	318.18	315.9	314.17	313.83	315	316.19
1961	316.89	317.7	318.54	319.48	320.58	319.77	318.57	316.79	314.99	315.31	316.1	317.01
1962	317.94	318.55	319.68	320.57	321.02	320.62	319.61	317.4	316.25	315.42	316.69	317.7
1963	318.74	319.07	319.86	321.38	322.25	321.48	319.74	317.77	316.21	315.99	317.07	318.35
1964	319.57	320.01	320.74	321.84	322.26	321.89	320.44	318.69	316.7	316.87	317.68	318.71
1965	319.44	320.44	320.89	322.14	322.17	321.87	321.21	318.87	317.81	317.3	318.87	319.42
1966	320.62	321.6	322.39	323.7	324.08	323.75	322.38	320.36	318.64	318.1	319.78	321.03
1967	322.33	322.5	323.04	324.42	325	324.09	322.54	320.92	319.25	319.39	320.73	321.96
1968	322.57	323.15	323.89	325.02	325.57	325.36	324.14	322.11	320.33	320.25	321.32	322.89
